1196 0
0 0
612 0
0 0
288 0
3694 448
14243684 122082
17511438 103376
16408900 104386
8894002 54394
0 0
0 0
0 0
1766 1998
1404 1248
780 0
780 0
780 0
208 104
4306 8720
7500 57452
18244 29328
104 1892
8170 13268
10910 65684
104 208
4162 9142
0 0
0 0
104 208
0 0
208 416
4326 4478
2464 104
4224 6994
0 0
0 0
0 0
0 0
208 416
0 0
0 0
0 0
1766 1998
0 0
0 0
0 0
129928 37848
76308 65600
89040 78512
70996 62090
12792 15660
89782 7368
12656 4694
10410 6120
11164 6120
15442 5630
26330 6224
6683468 22060
221198 17062
36550 15300
59282 13758
59318 12596
748394 16444
45764 15300
62226 13770
122656 327282
100426 240880
204498 1005922
164936 533160
75804 6668514
41522 16818
20748 14672
1156648 204320
68356 233734
31568 18360
33184 39306
28040 15300
44238 17038
38092 19296
34028 15404
33590 17038
34340 17070
30836 19786
5003568 69454
337394 86646
19446 14988
33024 12344
28002 15196
25884 13874
42488 16132
88952 15716
66368 16816
106590 17292
101964 13770
49906 15300
47996 13770
61866 15196
48100 15300
37830 12344
89306 16958
57186 218146
55064 308150
85728 489080
3141530 219296
16376890 98530
14104680 100006
19054452 93474
1558628 27136
2829052 19822
1714 2138
0 0
0 0
0 0
9670 30158
12118 266994
0 0
0 0
0 0
0 0
396 208
0 0
612 0
0 0
288 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1766 1998
23326 11756
780 0
2512 2180
780 0
208 104
80052 46876
104 0
0 0
0 0
11124 44420
0 0
11124 44420
0 0
160438 46150
0 0
0 0
0 0
0 0
104 208
0 0
288 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
4322 4476
1542 1876
6394 7094
0 0
0 0
0 0
0 0
208 416
0 0
0 0
0 0
0 0
0 0
0 0
0 0
7974 4274
806994 50028
85144 75992
29014726 81674
7937744 22184
3066496 7368
11370 4590
25378 6224
2202464 7398
693258 36686
2495100 44391238
46862 17336
1199988 70838
2881846 1634802
261302 13770
4307774 73586
37720 40440
27740 15300
3055568 21570
1476056 11334
1038430 18286
1846046 17380
26158378 36990
1574688 12442
16762 10710
467838 9908
26834 10710
19976 10916
187364 17488
517590 17998
678230 17790
1427354 17018
4887768 16038
1937166 14834
1101774 12784
4124784 19478
1012702 15948
697736 12882
0 0
288 0
0 0
0 0
0 0
104 208
8182 16656
28284 188398
135994 9072968
66306 6309220
0 0
0 0
2591540 83666
408518 73192
1553644 81226
511114 84912
51318 20930
165256 24496
49504 12948
55306 19608
48192 22356
86080 20924
96954 20608
331498 80956
270180 79590
327606 71930
43786 19818
35884 16236
39060 26714
26666 13432
31148 14492
50334 21016
46312 23100
150974 70834
45249316 108754
51856700 118220
9191880 10256
53566176 47968
16285222 16338
780 0
1404 1248
780 0
3300 1530
1326 5438
4266 12078
11582 66258
0 0
0 0
0 0
0 0
416 832
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
154896 14364
228430 54626
256878 70998
313204 74824
309160 92246
1249116 85286
4216462 54980
1728884 87700
896728 71496
459754 28902
2541382 30028
37286 7942
2407156 19140
0 0
3286020 25254
36650 19628
507520 95402
3927980 89976
2119356 79572
1830 10032
0 0
104 208
0 0
208 416
312 624
0 0
0 0
0 0
0 0
0 0
0 0
25750 117210
53896 322810
69224 377888
1034146 177719310
137928 11455092
108580 12175552
104 0
1766 1998
0 0
138972 11562
13792 71138
2276 13924
210336 83356
104 0
0 0
0 0
0 0
104 208
0 0
0 0
0 0
0 0
1852 2198
0 0
0 0
0 0
0 0
104 208
0 0
0 0
288 0
0 0
0 0
0 0
0 0
0 0
0 0
1766 1998
0 0
0 0
0 0
0 0
208 104
0 0
0 0
0 0
16500 84850
0 0
0 0
0 0
0 0
208 416
0 0
0 0
292 0
0 0
612 0
0 0
0 0
0 0
288 0
0 0
0 0
0 0
0 0
0 0
0 0
1766 1998
780 0
780 0
780 0
780 0
208 104
0 0
0 0
0 0
0 0
0 0
0 0
6094 22100
3526 4192
0 0
0 0
0 0
1143884 206146
10743124 90160
19864338 97996
12523316 96436
8672126 35076
3298388 30234
827466 8586
0 0
0 0
0 0
0 0
624 1248
0 0
1766 1998
0 0
0 0
0 0
4162 11974
6182 15390
0 0
0 0
0 0
0 0
104 208
0 0
0 0
0 0
87388 40088
66920 57842
107392 72378
35928 28316
32992 26408
15314 13140
18426 170762
27912 4694
22114 13608
2248 1530
34716 11542
57818 32420
68264 177538
118440 25296
41618 13874
28332 31946
55712 16166
213458 23540
25872 10704
29808 13760
36262 16964
34984 16830
37908 19786
26300 12240
32746 13870
32890 15544
36102 16830
28730 13770
35208 16830
36376 16830
39132 18360
32306 15300
28716 15196
44856 13874
31614 15292
1935020 18900
336544 15404
394512 15612
731614 13096
65302 110600
6212512 149634
6552942 165184
6607540 182526
4334590 362068
1467306 970536
1177492 8792878
2888194 23058
1700032 18340
2102810 15122
40960 39142
101596 313952
154706 7855872
96348 6404636
104 0
0 0
24554 91936
62842 131432
73428 195368
37254 91338
0 0
0 0
0 0
0 0
916 1248
0 0
612 0
0 0
0 0
0 0
288 0
0 0
1852 2198
0 0
1224 104
220318 71740
317618 69918
117904 47098
30874 21494
988 2852
780 0
780 0
208 104
416 832
208 416
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
288 0
0 0
0 0
0 0
0 0
0 0
0 0
5564 4220
52260 135764
70936 158392
56752 136790
0 0
208 104
104 208
0 0
104 208
2454 9438
0 0
0 0
2230 9316
0 0
0 0
2230 9316
0 0
0 0
0 0
0 0
104 208
0 0
0 0
4294 11436
17164 1350
420633674 422784
400603540 400632
0 0
200301926 199328
0 0
200259302 158820
171143942 133392
29109000 22568
15296074 11296
